0	1	2	3	4	5
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search/search-results	01-16-2016	22:45:53 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search/search-results	01-16-2016	22:45:54 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruises/cruise-package-CS02S023?packageid=CS02S023&dest=BAHAM&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160128&cabincls=DELUXE	01-16-2016	22:47:15 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruises/cruise-package-CS02S023?packageid=CS02S023&dest=BAHAM&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160128&cabincls=DELUXE	01-16-2016	22:47:16 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/?allowMobile=y&ecid=em_20998251&rid=302783426&mes=Celebrity%20Exciting%20Deals%20111715%20NON%20RESIDENT%20EM&emsc=CPRUSRSPNDR00EM&empf=U&emct=&lnkid=CELHP_HEADER	11-18-2015	22:35:23 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/htmlpage/celebrity-suites-offer	11-18-2015	22:35:47 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/htmlpage/celebrity-suite-class	11-18-2015	22:36:12 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/cruise-search/search-results	11-18-2015	22:38:02 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/cruises/cruise-package-CS05W070?packageid=CS05W070&dest=CARIB&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160314&cabincls=DELUXE&promoType=80	11-18-2015	22:39:27 GMT
0000d14f6e7425b4abf5b40f46c2679d	2	43:15:40	http://www.celebritycruises.com/cruise-search/search-results	11-18-2015	22:45:13 GMT
